Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	136082.35	136082.35	136082.35	136082.35	0	0	0	0	0	0	3
2	1	0	0.05	112393.583	124237.967	112393.583	136082.35	11844.3832	0	0	0	0	0	3
3	1	0	0.075	111165.505	119880.479	111165.505	136082.35	16201.8704	0	0	0	0	0	3
4	2	0	0.1	112469.565	118027.751	111165.505	136082.35	18054.599	0	0	0	0	0	3
5	2	0	0.125	113620.633	117146.327	111165.505	136082.35	18936.0226	0	0	0	0	0	3
6	2	0	0.15	116192.677	116987.385	111165.505	136082.35	19094.9643	0	0	0	0	0	3
7	2	0	0.175	118569.227	117213.363	111165.505	136082.35	19094.9643	0	0	0	0	0	3
8	2	0	0.2	119084.505	117447.256	111165.505	136082.35	19094.9643	0	0	0	0	0	3
9	2	0	0.225	119834.648	117712.522	111165.505	136082.35	19094.9643	0	0	0	0	0	3
10	2	0	0.25	121588.246	118100.094	111165.505	136082.35	19094.9643	0	0	0	0	0	3
11	2	0	0.275	127911.329	118992.024	111165.505	136082.35	19094.9643	0	0	0	0	0	3
12	2	0	0.3	130521.031	119952.775	111165.505	136082.35	19094.9643	0	0	0	0	0	3
13	2	0	0.325	132364.265	120907.505	111165.505	136082.35	19094.9643	0	0	0	0	0	3
14	2	0	0.35	132754.197	121753.697	111165.505	136082.35	19094.9643	0	0	0	0	0	3
15	2	0	0.375	133171.835	122514.906	111165.505	136082.35	19094.9643	0	0	0	0	0	3
16	3	0	0.4	131997.571	123107.573	111165.505	136082.35	19094.9643	0	0	0	0	0	3
17	3	0	0.425	131065.988	123575.715	111165.505	136082.35	19094.9643	0	0	0	0	0	3
18	3	0	0.45	130933.894	123984.503	111165.505	136082.35	19094.9643	0	0	0	0	0	3
19	3	0	0.475	131817.969	124396.79	111165.505	136082.35	19094.9643	0	0	0	0	0	3
20	3	0	0.5	133336.558	124843.779	111165.505	136082.35	19094.9643	0	0	0	0	0	3
21	3	0	0.525	134438.086	124761.566	111165.505	134438.086	7856.39326	0	0	0	0	0	3
22	3	0	0.55	134975.221	125890.647	111165.505	134975.221	8903.26194	0	0	0	0	0	3
23	3	0	0.575	133870.125	127025.878	112469.565	134975.221	10038.4929	0	0	0	0	0	3
24	3	0	0.6	136513.141	128228.057	113620.633	136513.141	11240.6717	0	0	0	0	0	3
25	3	0	0.625	138188.235	129456.437	116192.677	138188.235	12469.0518	0	0	0	0	0	3
26	3	0	0.65	141626.556	130728.131	118569.227	141626.556	13514.7684	0	0	0	0	0	3
27	4	0	0.675	144560.706	132027.705	119084.505	144560.706	14580.4496	0	0	0	0	0	3
28	4	0	0.7	147307.194	133438.84	119834.648	147307.194	15726.3182	0	0	0	0	0	3
29	4	0	0.725	149437.126	134918.964	121588.246	149437.126	16818.8696	0	0	0	0	0	3
30	4	0	0.75	149802.222	136329.662	127911.329	149802.222	17337.638	0	0	0	0	0	3
31	4	0	0.775	150965.091	137482.35	130521.031	150965.091	17529.5755	0	0	0	0	0	3
32	4	0	0.8	152207.77	138566.687	130933.894	152207.77	17659.1825	0	0	0	0	0	3
33	4	0	0.825	153281.982	139612.573	130933.894	153281.982	17858.8761	0	0	0	0	0	3
34	4	0	0.85	153685.623	140659.145	130933.894	153685.623	18144.2382	0	0	0	0	0	3
35	4	0	0.875	155177.267	141759.416	130933.894	155177.267	18651.8433	0	0	0	0	0	3
36	4	0	0.9	154492.627	142884.169	130933.894	155177.267	19308.454	0	0	0	0	0	3
37	4	0	0.925	155505.347	144106.137	130933.894	155505.347	20121.6343	0	0	0	0	0	3
38	4	0	0.95	156076.367	145363.261	131817.969	156076.367	20966.4702	0	0	0	0	0	3
39	5	0	0.975	157788.862	146661.805	133336.558	157788.862	21900.2397	0	0	0	0	0	3
40	5	0	1	158790.601	147934.507	133870.125	158790.601	23172.9419	7143.76444	0	30.8	0	0	3
41	5	0	1.025	160105.65	149217.886	133870.125	160105.65	23327.2382	7341.02179	0	31.4	0	0	3
42	5	0	1.05	160956.688	150516.959	133870.125	160956.688	23491.0806	7404.84966	0	31.5	0	0	3
43	5	0	1.075	160934.167	151870.161	136513.141	160956.688	23642.1039	7360.9226	0	31.1	0	0	3
44	5	0	1.1	161382.339	152323.122	136513.141	161382.339	24095.0648	7311.75594	0	30.3	0	0	3
45	5	0	1.125	162110.264	153542.033	138188.235	162110.264	23922.0291	7226.93237	0	30.2	0	0	3
46	5	0	1.15	162943.437	154720.852	141626.556	162943.437	21316.8802	7191.21262	0	33.7	0	0	3
47	5	0	1.175	163803.641	155776.903	144560.706	163803.641	19242.9351	7143.76444	0	37.1	0	0	3
48	5	0	1.2	164544.711	156728.523	147307.194	164544.711	17237.5172	7143.76444	0	41.4	0	0	3
49	5	0	1.225	165375.603	157588.923	149437.126	165375.603	15938.477	7143.76444	0	44.8	0	0	3
50	6	0	1.25	164849.391	158322.84	149802.222	165375.603	15573.3811	7143.76444	0	45.8	0	0	3
51	6	0	1.275	165536.448	159072.089	150965.091	165536.448	14571.3563	7143.76444	0	49	0	0	3
52	6	0	1.3	165683.388	159772.961	152207.77	165683.388	13475.6185	7143.76444	0	53	0	0	3
53	6	0	1.325	166030.445	160431.183	153281.982	166030.445	12748.4634	7143.76444	0	56	0	0	3
