Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	223542.122	223542.122	223542.122	223542.122	0	0	0	0	0	0	3
2	1	0	0.05	162980.866	193261.494	162980.866	223542.122	30280.6278	0	0	0	0	0	3
3	1	0	0.075	125049.144	170524.044	125049.144	223542.122	53018.0779	0	0	0	0	0	3
4	2	0	0.1	112486.676	156014.702	112486.676	223542.122	67527.4199	0	0	0	0	0	3
5	2	0	0.125	116987.569	148209.275	112486.676	223542.122	75332.8464	0	0	0	0	0	3
6	2	0	0.15	124072.873	144186.542	112486.676	223542.122	79355.5802	0	0	0	0	0	3
7	2	0	0.175	129201.371	142045.803	112486.676	223542.122	81496.3189	0	0	0	0	0	3
8	2	0	0.2	130536.165	140607.098	112486.676	223542.122	82935.0235	0	0	0	0	0	3
9	2	0	0.225	131164.255	139557.893	112486.676	223542.122	83984.2284	0	0	0	0	0	3
10	2	0	0.25	132067.757	138808.88	112486.676	223542.122	84733.242	0	0	0	0	0	3
11	2	0	0.275	138294.985	138762.162	112486.676	223542.122	84779.9597	0	0	0	0	0	3
12	2	0	0.3	141485.227	138989.084	112486.676	223542.122	84779.9597	0	0	0	0	0	3
13	2	0	0.325	143396.077	139328.084	112486.676	223542.122	84779.9597	0	0	0	0	0	3
14	2	0	0.35	144691.245	139711.167	112486.676	223542.122	84779.9597	0	0	0	0	0	3
15	2	0	0.375	145092.097	140069.895	112486.676	223542.122	84779.9597	0	0	0	0	0	3
16	3	0	0.4	146463.776	140469.513	112486.676	223542.122	84779.9597	0	0	0	0	0	3
17	3	0	0.425	147210.962	140866.069	112486.676	223542.122	84779.9597	0	0	0	0	0	3
18	3	0	0.45	149134.827	141325.444	112486.676	223542.122	84779.9597	0	0	0	0	0	3
19	3	0	0.475	150567.656	141811.876	112486.676	223542.122	84779.9597	0	0	0	0	0	3
20	3	0	0.5	151829.59	142312.762	112486.676	223542.122	84779.9597	0	0	0	0	0	3
21	3	0	0.525	153625.199	138816.916	112486.676	162980.866	50494.1901	0	0	0	0	0	3
22	3	0	0.55	156108.086	138473.277	112486.676	156108.086	32050.767	0	0	0	0	0	3
23	3	0	0.575	158046.641	140123.152	112486.676	158046.641	17541.425	0	0	0	0	0	3
24	3	0	0.6	160278.104	142512.723	116987.569	160278.104	9735.99853	0	0	0	0	0	3
25	3	0	0.625	162245.371	144775.613	124072.873	162245.371	6302.3363	0	0	0	0	0	3
26	3	0	0.65	164798.158	146811.877	129201.371	164798.158	8338.60054	0	0	0	0	0	3
27	4	0	0.675	167257.848	148714.701	130536.165	167257.848	10241.4244	0	0	0	0	0	3
28	4	0	0.7	170173.779	150696.582	131164.255	170173.779	12223.3051	0	0	0	0	0	3
29	4	0	0.725	172855.597	152781.149	132067.757	172855.597	14307.8722	0	0	0	0	0	3
30	4	0	0.75	175166.476	154936.085	138294.985	175166.476	16462.8081	0	0	0	0	0	3
31	4	0	0.775	177058.709	156874.271	141485.227	177058.709	18400.9943	0	0	0	0	0	3
32	4	0	0.8	179281.796	158764.1	143396.077	179281.796	20290.8228	0	0	0	0	0	3
33	4	0	0.825	181141.466	160651.369	144691.245	181141.466	22178.0922	0	0	0	0	0	3
34	4	0	0.85	182601.026	162546.858	145092.097	182601.026	24073.5813	0	0	0	0	0	3
35	4	0	0.875	183721.19	164478.313	146463.776	183721.19	26005.0359	0	0	0	0	0	3
36	4	0	0.9	185028.888	166406.568	147210.962	185028.888	27933.2915	0	0	0	0	0	3
37	4	0	0.925	186174.081	168354.724	149134.827	186174.081	29881.4475	0	0	0	0	0	3
38	4	0	0.95	187487.397	170272.353	150567.656	187487.397	31799.076	0	0	0	0	0	3
39	5	0	0.975	188681.204	172178.03	151829.59	188681.204	33704.7534	0	0	0	0	0	3
40	5	0	1	189741.68	174073.635	153625.199	189741.68	35600.3579	11588.2507	0	32.5	0	0	3
41	5	0	1.025	190556.961	175920.223	156108.086	190556.961	34448.8757	11710.5428	0	33.9	0	0	3
42	5	0	1.05	191509.461	177690.292	158046.641	191509.461	33462.8208	11781.9803	0	35.2	0	0	3
43	5	0	1.075	192425.236	179409.221	160278.104	192425.236	32147.1325	11851.5815	0	36.8	0	0	3
44	5	0	1.1	193214.842	180066.632	160278.104	193214.842	32936.738	11747.2089	0	35.6	0	0	3
45	5	0	1.125	193818.95	181663.815	162245.371	193818.95	31573.5796	11588.2507	0	36.7	0	0	3
46	5	0	1.15	194518.213	183200.617	164798.158	194518.213	29720.0553	11588.2507	0	38.9	0	0	3
47	5	0	1.175	195077.742	184642.502	167257.848	195077.742	27819.8946	11588.2507	0	41.6	0	0	3
48	5	0	1.2	195674.473	185995.675	170173.779	195674.473	25500.6945	11588.2507	0	45.4	0	0	3
49	5	0	1.225	196090.507	187229.805	172855.597	196090.507	23234.9096	11588.2507	0	49.8	0	0	3
50	6	0	1.25	196447.91	188353.248	175166.476	196447.91	21281.4337	11588.2507	0	54.4	0	0	3
51	6	0	1.275	196739.506	189380.535	177058.709	196739.506	19680.7972	11588.2507	0	58.8	0	0	3
52	6	0	1.3	196925.036	190326.551	179281.796	196925.036	17643.2402	11588.2507	0	65.6	0	0	3
53	6	0	1.325	197070.029	191173.61	181141.466	197070.029	15928.5635	11588.2507	0	72.7	0	0	3
54	6	0	1.35	197271.924	191941.727	182601.026	197271.924	14670.8979	11588.2507	0	78.9	0	0	3
55	6	0	1.375	197530.604	192652.659	183721.19	197530.604	13809.4144	11588.2507	0	83.9	0	0	3
56	6	0	1.4	197640.982	193315.506	185028.888	197640.982	12612.0943	11588.2507	0	91.8	0	0	3
57	6	0	1.425	197871.461	193927.057	186174.081	197871.461	11697.3799	11588.2507	0	99	0	0	3
58	6	0	1.45	197976.866	194489.095	187487.397	197976.866	10489.4693	11588.2507	0	100	0	0	3
59	6	0	1.475	198056.21	194992.371	188681.204	198056.21	9375.00652	11588.2507	0	100	0	0	3
60	6	0	1.5	198123.088	195441.985	189741.68	198123.088	8381.40712	11588.2507	0	100	0	0	3
61	6	0	1.525	198373.022	195853.001	190556.961	198373.022	7816.06086	11588.2507	0	100	0	0	3
62	7	0	1.55	198496.859	196231.092	191509.461	198496.859	6987.39776	11588.2507	0	100	0	0	3
