Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	776.91066	776.91066	776.91066	776.91066	0	0	0	0	0	0	3
2	1	0	0.05	797.230784	787.070722	776.91066	797.230784	10.1600624	0	0	0	0	0	3
3	1	0	0.075	811.877771	795.339738	776.91066	811.877771	18.4290786	0	0	0	0	0	3
4	2	0	0.1	828.584356	803.650893	776.91066	828.584356	26.740233	0	0	0	0	0	3
5	2	0	0.125	844.445657	811.809846	776.91066	844.445657	34.8991859	0	0	0	0	0	3
6	2	0	0.15	870.933501	821.663788	776.91066	870.933501	44.7531286	0	0	0	0	0	3
7	2	0	0.175	897.954507	832.562462	776.91066	897.954507	55.6518027	0	0	0	0	0	3
8	2	0	0.2	922.793399	843.841329	776.91066	922.793399	66.9306697	0	0	0	0	0	3
9	2	0	0.225	948.519221	855.472206	776.91066	948.519221	78.5615466	0	0	0	0	0	3
10	2	0	0.25	975.851171	867.510103	776.91066	975.851171	90.5994431	0	0	0	0	0	3
11	2	0	0.275	990.760983	878.714728	776.91066	990.760983	101.804069	0	0	0	0	0	3
12	2	0	0.3	1002.51299	889.03125	776.91066	1002.51299	112.12059	0	0	0	0	0	3
13	2	0	0.325	1013.81176	898.629751	776.91066	1013.81176	121.719091	0	0	0	0	0	3
14	2	0	0.35	1012.58357	906.76931	776.91066	1013.81176	129.85865	0	0	0	0	0	3
15	2	0	0.375	1010.97972	913.71667	776.91066	1013.81176	136.806011	0	0	0	0	0	3
16	3	0	0.4	991.599338	918.584337	776.91066	1013.81176	141.673678	0	0	0	0	0	3
17	3	0	0.425	965.663245	921.353685	776.91066	1013.81176	144.443025	0	0	0	0	0	3
18	3	0	0.45	917.219188	921.12399	776.91066	1013.81176	144.443025	0	0	0	0	0	3
19	3	0	0.475	858.639744	917.835346	776.91066	1013.81176	144.443025	0	0	0	0	0	3
20	3	0	0.5	776.905153	910.788836	776.905153	1013.81176	144.443025	0	0	0	0	0	3
21	3	0	0.525	629.460253	903.416316	629.460253	1013.81176	134.282963	0	0	0	0	0	3
22	3	0	0.55	454.078069	886.25868	454.078069	1013.81176	126.013946	0	0	0	0	0	3
23	3	0	0.575	282.283211	859.778952	282.283211	1013.81176	117.702792	0	0	0	0	0	3
24	3	0	0.6	157.866486	826.243059	157.866486	1013.81176	109.543839	0	0	0	0	0	3
25	3	0	0.625	116.825988	789.862075	116.825988	1013.81176	131.491609	0	0	0	0	0	3
26	3	0	0.65	227.156185	757.673209	116.825988	1013.81176	163.680475	0	0	0	0	0	3
27	4	0	0.675	397.891733	732.670071	116.825988	1013.81176	188.683614	0	0	0	0	0	3
28	4	0	0.7	511.280518	712.094427	116.825988	1013.81176	209.259258	0	0	0	0	0	3
29	4	0	0.725	490.057534	689.171342	116.825988	1013.81176	232.182342	0	0	0	0	0	3
30	4	0	0.75	435.347105	662.146139	116.825988	1013.81176	259.207546	0	0	0	0	0	3
31	4	0	0.775	439.829824	634.599581	116.825988	1013.81176	286.754104	0	0	0	0	0	3
32	4	0	0.8	416.67224	605.307544	116.825988	1013.81176	316.046141	0	0	0	0	0	3
33	4	0	0.825	417.448652	575.489388	116.825988	1012.58357	345.864297	0	0	0	0	0	3
34	4	0	0.85	433.098801	546.515149	116.825988	1010.97972	374.838535	0	0	0	0	0	3
35	4	0	0.875	467.500948	519.341211	116.825988	991.599338	402.012474	0	0	0	0	0	3
36	4	0	0.9	506.63999	495.093243	116.825988	965.663245	426.260441	0	0	0	0	0	3
37	4	0	0.925	538.134877	473.716825	116.825988	917.219188	447.407165	0	0	0	0	0	3
38	4	0	0.95	549.776233	455.344677	116.825988	858.639744	462.490669	0	0	0	0	0	3
39	5	0	0.975	559.661678	440.395774	116.825988	776.905153	470.393062	0	0	0	0	0	3
40	5	0	1	565.914611	429.846247	116.825988	629.460253	473.570069	134.547866	0	28.4	0	0	3
41	5	0	1.025	589.456549	427.846062	116.825988	589.456549	458.412618	134.547866	0	29.3	0	0	3
42	5	0	1.05	597.937342	435.039025	116.825988	597.937342	431.93289	134.547866	0	31.1	0	0	3
43	5	0	1.075	615.566113	451.70317	116.825988	615.566113	398.396997	134.547866	0	33.7	0	0	3
44	5	0	1.1	618.919566	459.665856	116.825988	618.919566	398.396997	134.547866	0	33.7	0	0	3
45	5	0	1.125	628.895614	482.095814	116.825988	628.895614	362.016014	134.547866	0	37.1	0	0	3
46	5	0	1.15	634.361076	506.740342	227.156185	634.361076	329.827148	134.547866	0	40.7	0	0	3
47	5	0	1.175	644.868921	526.631425	397.891733	644.868921	246.977188	134.547866	0	54.4	0	0	3
48	5	0	1.2	664.244769	539.314903	416.67224	664.244769	247.572529	134.547866	0	54.3	0	0	3
49	5	0	1.225	676.235387	547.169897	416.67224	676.235387	259.563147	134.547866	0	51.8	0	0	3
50	6	0	1.25	684.115927	556.410772	416.67224	684.115927	234.300077	134.547866	0	57.4	0	0	3
51	6	0	1.275	677.463367	567.940118	416.67224	684.115927	206.753519	134.547866	0	65	0	0	3
52	6	0	1.3	663.400045	578.586319	416.67224	684.115927	177.461482	134.547866	0	75.8	0	0	3
53	6	0	1.325	645.665413	589.490756	417.448652	684.115927	161.644694	134.547866	0	83.2	0	0	3
54	6	0	1.35	628.830079	599.556538	433.098801	684.115927	171.710477	134.547866	0	78.3	0	0	3
55	6	0	1.375	606.83425	607.829655	467.500948	684.115927	179.983593	134.547866	0	74.7	0	0	3
56	6	0	1.4	593.885483	613.847966	506.63999	684.115927	177.475937	134.547866	0	75.8	0	0	3
57	6	0	1.425	581.547728	617.415001	538.134877	684.115927	145.98105	134.547866	0	92.1	0	0	3
58	6	0	1.45	576.039487	619.219983	549.776233	684.115927	134.339694	134.547866	0	100	0	0	3
59	6	0	1.475	569.818864	620.174394	559.661678	684.115927	124.45425	134.547866	0	100	0	0	3
60	6	0	1.5	570.891032	620.709125	565.914611	684.115927	118.201317	134.547866	0	100	0	0	3
