Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	293.199997	293.199997	293.199997	293.199997	0	0	0	0	0	0	3
2	1	0	0.05	293.199996	293.199997	293.199996	293.199997	6.79973937e-07	0	0	0	0	0	3
3	1	0	0.075	293.199996	293.199996	293.199996	293.199997	9.40743007e-07	0	0	0	0	0	3
4	2	0	0.1	293.199995	293.199996	293.199995	293.199997	1.34069865e-06	0	0	0	0	0	3
5	2	0	0.125	293.199995	293.199996	293.199995	293.199997	1.58151101e-06	0	0	0	0	0	3
6	2	0	0.15	293.199994	293.199995	293.199994	293.199997	1.79944652e-06	0	0	0	0	0	3
7	2	0	0.175	293.199994	293.199995	293.199994	293.199997	1.94663113e-06	0	0	0	0	0	3
8	2	0	0.2	293.199994	293.199995	293.199994	293.199997	2.06232716e-06	0	0	0	0	0	3
9	2	0	0.225	293.199995	293.199995	293.199994	293.199997	2.13445475e-06	0	0	0	0	0	3
10	2	0	0.25	293.199995	293.199995	293.199994	293.199997	2.17801818e-06	0	0	0	0	0	3
11	2	0	0.275	293.199995	293.199995	293.199994	293.199997	2.18504567e-06	0	0	0	0	0	3
12	2	0	0.3	293.199296	293.199937	293.199296	293.199997	6.04492957e-05	0	0	0	0	0	3
13	2	0	0.325	293.198889	293.199856	293.198889	293.199997	0.000141057939	0	0	0	0	0	3
14	2	0	0.35	293.198633	293.199769	293.198633	293.199997	0.000228411697	0	0	0	0	0	3
15	2	0	0.375	293.198587	293.19969	293.198587	293.199997	0.000307191803	0	0	0	0	0	3
16	3	0	0.4	293.198379	293.199608	293.198379	293.199997	0.000389158935	0	0	0	0	0	3
17	3	0	0.425	293.198336	293.199533	293.198336	293.199997	0.000463974284	0	0	0	0	0	3
18	3	0	0.45	293.198062	293.199452	293.198062	293.199997	0.000545704383	0	0	0	0	0	3
19	3	0	0.475	293.197926	293.199371	293.197926	293.199997	0.000626006198	0	0	0	0	0	3
20	3	0	0.5	293.197853	293.199295	293.197853	293.199997	0.000701911065	0	0	0	0	0	3
21	3	0	0.525	293.197805	293.199186	293.197805	293.199996	0.000810860474	0	0	0	0	0	3
22	3	0	0.55	293.19764	293.199068	293.19764	293.199996	0.000928402796	0	0	0	0	0	3
23	3	0	0.575	293.197622	293.198949	293.197622	293.199995	0.00104671743	0	0	0	0	0	3
24	3	0	0.6	293.197557	293.198827	293.197557	293.199995	0.00116836631	0	0	0	0	0	3
25	3	0	0.625	293.197563	293.198706	293.197557	293.199995	0.00128974297	0	0	0	0	0	3
26	3	0	0.65	293.197661	293.198589	293.197557	293.199995	0.00140627196	0	0	0	0	0	3
27	4	0	0.675	293.197768	293.198478	293.197557	293.199995	0.00151746364	0	0	0	0	0	3
28	4	0	0.7	293.197762	293.198366	293.197557	293.199995	0.00162898825	0	0	0	0	0	3
29	4	0	0.725	293.197797	293.198256	293.197557	293.199995	0.00173884054	0	0	0	0	0	3
30	4	0	0.75	293.197896	293.198151	293.197557	293.199995	0.00184377494	0	0	0	0	0	3
31	4	0	0.775	293.198298	293.198066	293.197557	293.199296	0.00173897825	0	0	0	0	0	3
32	4	0	0.8	293.198525	293.198028	293.197557	293.198889	0.00133197263	0	0	0	0	0	3
33	4	0	0.825	293.198732	293.19802	293.197557	293.198732	0.00117460342	0	0	0	0	0	3
34	4	0	0.85	293.198933	293.198035	293.197557	293.198933	0.00137613186	0	0	0	0	0	3
35	4	0	0.875	293.199124	293.198062	293.197557	293.199124	0.00156718533	0	0	0	0	0	3
36	4	0	0.9	293.199343	293.19811	293.197557	293.199343	0.00151322457	0	0	0	0	0	3
37	4	0	0.925	293.199481	293.198167	293.197557	293.199481	0.00143149447	0	0	0	0	0	3
38	4	0	0.95	293.199518	293.19824	293.197557	293.199518	0.00135119266	0	0	0	0	0	3
39	5	0	0.975	293.199549	293.198321	293.197557	293.199549	0.00127528779	0	0	0	0	0	3
40	5	0	1	293.199585	293.198408	293.197557	293.199585	0.00116565841	0.000365830802	0	31.3	0	0	3
41	5	0	1.025	293.199715	293.198503	293.197557	293.199715	0.00104785531	0.000365830802	0	34.9	0	0	3
42	5	0	1.05	293.199756	293.198609	293.197557	293.199756	0.000929140723	0.000365830802	0	39.3	0	0	3
43	5	0	1.075	293.199772	293.198717	293.197557	293.199772	0.000807251037	0.000365830802	0	45.3	0	0	3
44	5	0	1.1	293.199795	293.198768	293.197557	293.199795	0.000807251037	0.000365830802	0	45.3	0	0	3
45	5	0	1.125	293.199832	293.198876	293.197563	293.199832	0.000856370989	0.000365830802	0	42.7	0	0	3
46	5	0	1.15	293.199835	293.198985	293.197661	293.199835	0.000964548469	0.000365830802	0	37.9	0	0	3
47	5	0	1.175	293.199853	293.199089	293.197762	293.199853	0.00106895829	0.000365830802	0	34.2	0	0	3
48	5	0	1.2	293.199857	293.199189	293.197762	293.199857	0.00116842481	0.000365830802	0	31.3	0	0	3
49	5	0	1.225	293.199883	293.19929	293.197797	293.199883	0.00126942598	0.000365830802	0	28.8	0	0	3
50	6	0	1.25	293.199904	293.19939	293.197896	293.199904	0.00136979566	0.000365830802	0	26.7	0	0	3
51	6	0	1.275	293.199922	293.199486	293.198298	293.199922	0.00146628618	0.000365830802	0	24.9	0	0	3
52	6	0	1.3	293.199944	293.199565	293.198525	293.199944	0.00141904876	0.000365830802	0	25.7	0	0	3
53	6	0	1.325	293.19996	293.199633	293.198732	293.19996	0.00122833923	0.000365830802	0	29.7	0	0	3
54	6	0	1.35	293.199958	293.199691	293.198933	293.19996	0.00102681079	0.000365830802	0	35.6	0	0	3
55	6	0	1.375	293.199948	293.19974	293.199124	293.19996	0.000835757326	0.000365830802	0	43.7	0	0	3
56	6	0	1.4	293.199964	293.19978	293.199343	293.199964	0.000621107842	0.000365830802	0	58.8	0	0	3
57	6	0	1.425	293.199956	293.199809	293.199481	293.199964	0.000483621918	0.000365830802	0	75.6	0	0	3
58	6	0	1.45	293.199969	293.199832	293.199518	293.199969	0.000450259129	0.000365830802	0	81.2	0	0	3
59	6	0	1.475	293.199979	293.199854	293.199549	293.199979	0.000430157343	0.000365830802	0	85	0	0	3
