Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	1.2619363	1.2619363	1.2619363	1.2619363	0	0	0	0	0	0	3
2	1	0	0.05	1.27502161	1.26847896	1.2619363	1.27502161	0.00654265269	0	0	0	0	0	3
3	1	0	0.075	1.27940177	1.27211989	1.2619363	1.27940177	0.0101835896	0	0	0	0	0	3
4	2	0	0.1	1.28341477	1.27494361	1.2619363	1.28341477	0.0130073079	0	0	0	0	0	3
5	2	0	0.125	1.29064308	1.27808351	1.2619363	1.29064308	0.0161472024	0	0	0	0	0	3
6	2	0	0.15	1.30236934	1.28213114	1.2619363	1.30236934	0.0201948411	0	0	0	0	0	3
7	2	0	0.175	1.31555874	1.28690652	1.2619363	1.31555874	0.0249702121	0	0	0	0	0	3
8	2	0	0.2	1.32595258	1.29178727	1.2619363	1.32595258	0.0298509704	0	0	0	0	0	3
9	2	0	0.225	1.34260114	1.29743326	1.2619363	1.34260114	0.0354969554	0	0	0	0	0	3
10	2	0	0.25	1.35446982	1.30313692	1.2619363	1.35446982	0.0412006119	0	0	0	0	0	3
11	2	0	0.275	1.35842076	1.30816272	1.2619363	1.35842076	0.0462264159	0	0	0	0	0	3
12	2	0	0.3	1.36126143	1.31258761	1.2619363	1.36126143	0.0506513081	0	0	0	0	0	3
13	2	0	0.325	1.36494977	1.31661547	1.2619363	1.36494977	0.0546791661	0	0	0	0	0	3
14	2	0	0.35	1.36260297	1.31990029	1.2619363	1.36494977	0.0579639878	0	0	0	0	0	3
15	2	0	0.375	1.36558682	1.32294606	1.2619363	1.36558682	0.0610097562	0	0	0	0	0	3
16	3	0	0.4	1.35740057	1.32509947	1.2619363	1.36558682	0.0631631631	0	0	0	0	0	3
17	3	0	0.425	1.35622559	1.32693041	1.2619363	1.36558682	0.0649941114	0	0	0	0	0	3
18	3	0	0.45	1.34304449	1.32782564	1.2619363	1.36558682	0.065889338	0	0	0	0	0	3
19	3	0	0.475	1.32888652	1.32788148	1.2619363	1.36558682	0.0659451736	0	0	0	0	0	3
20	3	0	0.5	1.30863149	1.32691898	1.2619363	1.36558682	0.0659451736	0	0	0	0	0	3
21	3	0	0.525	1.26186384	1.32691535	1.26186384	1.36558682	0.0594025209	0	0	0	0	0	3
22	3	0	0.55	1.19303531	1.32281604	1.19303531	1.36558682	0.0557615841	0	0	0	0	0	3
23	3	0	0.575	1.10232192	1.31396205	1.10232192	1.36558682	0.0529378658	0	0	0	0	0	3
24	3	0	0.6	0.991617279	1.29937217	0.991617279	1.36558682	0.0497979712	0	0	0	0	0	3
25	3	0	0.625	0.879164522	1.27879824	0.879164522	1.36558682	0.0490832323	0	0	0	0	0	3
26	3	0	0.65	0.928424666	1.26010101	0.879164522	1.36558682	0.0677804659	0	0	0	0	0	3
27	4	0	0.675	1.16759376	1.25270276	0.879164522	1.36558682	0.0751787148	0	0	0	0	0	3
28	4	0	0.7	1.36882552	1.25484641	0.879164522	1.36882552	0.0751787148	0	0	0	0	0	3
29	4	0	0.725	1.48688023	1.26206036	0.879164522	1.48688023	0.0751787148	0	0	0	0	0	3
30	4	0	0.75	1.59241531	1.27395764	0.879164522	1.59241531	0.0751787148	0	0	0	0	0	3
31	4	0	0.775	1.71433284	1.29175324	0.879164522	1.71433284	0.0751787148	0	0	0	0	0	3
32	4	0	0.8	1.72649832	1.31001509	0.879164522	1.72649832	0.0751787148	0	0	0	0	0	3
33	4	0	0.825	1.72401742	1.32796847	0.879164522	1.72649832	0.0752657077	0	0	0	0	0	3
34	4	0	0.85	1.75754398	1.34771552	0.879164522	1.75754398	0.0950127578	0	0	0	0	0	3
35	4	0	0.875	1.89418469	1.37414541	0.879164522	1.89418469	0.121442651	0	0	0	0	0	3
36	4	0	0.9	2.10673385	1.41161208	0.879164522	2.10673385	0.158909315	0	0	0	0	0	3
37	4	0	0.925	2.25397747	1.45649967	0.879164522	2.25397747	0.20379691	0	0	0	0	0	3
38	4	0	0.95	2.29598926	1.50414691	0.879164522	2.29598926	0.251444148	0	0	0	0	0	3
39	5	0	0.975	2.26547593	1.55097638	0.879164522	2.29598926	0.298273618	0	0	0	0	0	3
40	5	0	1	2.14950138	1.59301987	0.879164522	2.29598926	0.340317113	0.21252371	0	62.4	0	0	3
41	5	0	1.025	1.94274402	1.62706388	0.879164522	2.29598926	0.374361122	0.21252371	0	56.7	0	0	3
42	5	0	1.05	1.74274583	1.65454941	0.879164522	2.29598926	0.401846648	0.21252371	0	52.8	0	0	3
